iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.0849033936271,0.398211821259,0.0784372559214,0.829666666667,0.2,0.843,0.031578683
10,0.0842977190853,0.396988936686,0.0792020322248,0.830666666667,0.204,0.842,0.329298945
20,0.0834433715426,0.396610239634,0.0786469849028,0.833,0.2,0.843,0.634684089
30,0.0834321117104,0.396610147744,0.0786830453636,0.833,0.2,0.843,0.893143986
40,0.0834120352771,0.396610176419,0.0786819894098,0.833,0.2,0.843,1.161209183
50,0.0833280572557,0.395010927915,0.0791599015746,0.833,0.204,0.842,1.442495143
60,0.0831595052559,0.394804031886,0.0790732539354,0.833333333333,0.204,0.842,1.698978783
70,0.0828704199356,0.393595631434,0.0794601801687,0.833666666667,0.208,0.841,1.950261155
80,0.0828030779274,0.393595647891,0.0790569394921,0.834,0.208,0.842,2.22319681
90,0.0826325453787,0.393595661878,0.079103723034,0.834333333333,0.208,0.842,2.505446662
100,0.0824973179951,0.393595715996,0.0790350037743,0.834333333333,0.208,0.842,2.786437709
110,0.0824543765236,0.3935957265,0.0790325492574,0.834666666667,0.208,0.842,3.069727209
120,0.0823070177638,0.393595862864,0.0788014906022,0.835,0.208,0.842,3.35581046
130,0.0823034947064,0.393600648175,0.0787583488486,0.835,0.208,0.842,3.620662468
140,0.0823034947064,0.393600648175,0.0787583488486,0.835,0.208,0.842,3.932294496
150,0.0823031258769,0.393600648175,0.0787583661755,0.835,0.208,0.842,4.186222705
160,0.0822954719272,0.39359907573,0.0787577847557,0.835,0.208,0.843,4.459387185
170,0.0821340645711,0.396230172486,0.0786177097635,0.835333333333,0.204,0.843,4.706829604
180,0.0820938730569,0.396229651236,0.0787312675476,0.835666666667,0.204,0.843,4.987778706
190,0.0820595965366,0.396807585993,0.0786809523498,0.835666666667,0.204,0.843,5.276466451
200,0.0820564029972,0.396807377352,0.0786830148188,0.835666666667,0.204,0.843,5.529746776
210,0.0820560522239,0.396807376289,0.0786830138564,0.835666666667,0.204,0.843,5.805155907
220,0.0819447377399,0.39700653775,0.078642393844,0.835666666667,0.204,0.843,6.075473737
230,0.081943986067,0.39700653776,0.078641931372,0.835666666667,0.204,0.843,6.354068166
240,0.0819401924147,0.397006642326,0.0786470380967,0.835666666667,0.204,0.843,6.661611263
250,0.0819383468918,0.397006642324,0.0786447571215,0.835666666667,0.204,0.843,6.919374112
260,0.0818575675993,0.39692470081,0.0780362439074,0.835666666667,0.204,0.845,7.257659126
270,0.0817606526676,0.396924214772,0.0780289447884,0.835666666667,0.204,0.845,7.540496632
280,0.08166424889,0.396920425664,0.077923089264,0.836333333333,0.204,0.845,7.838987346
290,0.0816084363534,0.397007155774,0.0779990492103,0.836333333333,0.204,0.845,8.126893884
300,0.0815725597281,0.397007141756,0.0778718886289,0.836333333333,0.204,0.845,8.462196077
310,0.0814150080911,0.397011807079,0.0778483938739,0.837,0.204,0.845,8.74763822
320,0.0813927792528,0.397010977414,0.0780089338978,0.837,0.204,0.844,9.048511164
330,0.0811150922785,0.397010982604,0.0782342323449,0.837666666667,0.204,0.844,9.335344182
340,0.0811150922785,0.397010982604,0.0782342323449,0.837666666667,0.204,0.844,9.615303313
350,0.081026430946,0.397011098157,0.0782443089039,0.837666666667,0.204,0.844,9.921803471
360,0.081025304041,0.397011099561,0.078231667025,0.837666666667,0.204,0.844,10.237237802
370,0.0810229883153,0.397011098938,0.0782289617212,0.837666666667,0.204,0.844,10.531748631
380,0.0810110771135,0.397011110889,0.0782370841675,0.837666666667,0.204,0.844,10.814598143
390,0.081010816033,0.397011110235,0.078234625256,0.837666666667,0.204,0.844,11.087295482
400,0.0810108160318,0.397011110235,0.078234625256,0.837666666667,0.204,0.844,11.379180948
410,0.0808558891315,0.397010992345,0.0781756168614,0.837666666667,0.204,0.844,11.647601527
420,0.0808215444677,0.397010998696,0.0781090661546,0.837666666667,0.204,0.844,11.928942612
430,0.0808155338735,0.397010996464,0.0780998458843,0.837666666667,0.204,0.844,12.218112972
440,0.0808155338735,0.397010996464,0.0780998458843,0.837666666667,0.204,0.844,12.518276803
450,0.0808155338735,0.397010996464,0.0780998458843,0.837666666667,0.204,0.844,12.780412346
460,0.0808155006126,0.396610499781,0.078050323761,0.837666666667,0.204,0.844,13.058977371
470,0.0807970943264,0.396610419459,0.0780861879135,0.838,0.204,0.844,13.338002119
480,0.0807679334617,0.396610427923,0.0780867317274,0.838333333333,0.204,0.844,13.616765172
490,0.0807443429784,0.396668323992,0.0781936327908,0.837666666667,0.204,0.843,13.896501129
500,0.0807074030691,0.39666832114,0.0782216442558,0.837666666667,0.204,0.843,14.159996098
510,0.0806958421622,0.396668299516,0.0781957582171,0.838,0.204,0.843,14.434872408
