iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.123322343708,0.327999881987,0.118172494493,0.751333333333,0.344,0.762,0.090355371
10,0.0765082606401,0.263701581158,0.0744299242951,0.817,0.252,0.827,0.420371993
20,0.0735389282425,0.274968740461,0.0754437286759,0.823666666667,0.236,0.825,0.713813059
30,0.0671060413947,0.289239273705,0.0661277238151,0.838666666667,0.204,0.849,1.009179845
40,0.0636436111129,0.270573317027,0.0641603030645,0.845,0.22,0.851,1.320803679
50,0.0631495940385,0.272064437779,0.0646842041986,0.848,0.224,0.852,1.691449057
60,0.061851649702,0.270733673977,0.063274858209,0.848,0.224,0.856,1.979682336
70,0.0613748517794,0.26928084595,0.0632440642637,0.849,0.224,0.856,2.33432595
80,0.0611451387373,0.269928544889,0.0630710593805,0.848666666667,0.232,0.858,2.690887027
90,0.0611646321209,0.271247398032,0.0630320084491,0.848666666667,0.228,0.857,3.050453313
100,0.0609610353868,0.270538001381,0.0630614702833,0.849,0.228,0.857,3.460392034
110,0.0608857213648,0.273679312523,0.0628294597447,0.849,0.22,0.857,3.798918086
120,0.0607553370421,0.273524639092,0.0629900290403,0.849,0.22,0.858,4.138090495
130,0.0609995253811,0.273376123337,0.0634222888123,0.847666666667,0.22,0.857,4.435503541
140,0.0606471462247,0.27205371249,0.0624780431256,0.848666666667,0.22,0.86,4.730222174
150,0.0606101149153,0.268615868718,0.0629945582996,0.849333333333,0.232,0.859,5.050666051
160,0.0605737600183,0.268752707806,0.0629207331209,0.848666666667,0.232,0.859,5.41225011
170,0.0608551890318,0.268741294141,0.0633773929377,0.848333333333,0.232,0.858,5.913439263
180,0.0604896496455,0.271066670436,0.0633678946766,0.849333333333,0.224,0.858,6.351739332
190,0.0604630162752,0.271206669573,0.0633506164233,0.849333333333,0.224,0.858,6.813729258
200,0.0604772773955,0.27106636781,0.0632304661732,0.849,0.224,0.857,7.166962035
210,0.0603518881343,0.270979217474,0.0628226979377,0.849666666667,0.224,0.859,7.581754741
220,0.060362106898,0.269663421052,0.0627714908701,0.849333333333,0.224,0.859,7.93704593
230,0.0603005328214,0.271283692694,0.0621064817625,0.849,0.224,0.86,8.329881348
240,0.0602873065652,0.271192797178,0.0620033969899,0.849,0.224,0.86,8.712872567
250,0.0602661553544,0.271414857669,0.0623403914584,0.849333333333,0.224,0.859,9.046397876
260,0.0602557901298,0.26988135047,0.0619429094536,0.849333333333,0.228,0.86,9.388791788
270,0.0602289415269,0.269443630029,0.0619166111174,0.849333333333,0.228,0.86,9.7730211
280,0.0601994385261,0.269348774269,0.0619662333821,0.849333333333,0.228,0.86,10.085038582
290,0.060192584419,0.269501119556,0.0619181481106,0.849333333333,0.228,0.86,10.393606693
300,0.0601915265873,0.269451315769,0.0617500520836,0.849333333333,0.228,0.861,10.700773742
310,0.060182668838,0.269422911372,0.0617539341771,0.849,0.228,0.86,11.133589645
320,0.0601611429813,0.269356848931,0.0618278403388,0.849333333333,0.228,0.86,11.448323299
330,0.0601546206367,0.269376539873,0.0619789781003,0.849333333333,0.228,0.859,11.753161653
340,0.06014379389,0.269195765884,0.0619658138034,0.848666666667,0.228,0.859,12.076268787
350,0.0601363721674,0.269156753338,0.0618704522977,0.849333333333,0.228,0.86,12.402196619
360,0.0601321993945,0.269079348339,0.0618588759928,0.849333333333,0.228,0.86,12.700014111
370,0.0601552543285,0.268955024372,0.0619102422276,0.849666666667,0.228,0.859,12.999044359
380,0.0601301944246,0.268948472741,0.0620042819796,0.849333333333,0.228,0.859,13.312935521
390,0.0601195828253,0.268754564249,0.0617768136093,0.849666666667,0.228,0.86,13.645271971
400,0.060163348476,0.268526495665,0.0620424530979,0.849666666667,0.228,0.859,14.042919468
410,0.0601114968007,0.268469781439,0.0620233778867,0.849666666667,0.228,0.859,14.375989312
420,0.0601020720144,0.268216342704,0.061980859616,0.849333333333,0.232,0.859,14.699261233
430,0.0600989000404,0.26829117081,0.0621291521036,0.849666666667,0.232,0.86,15.108670514
440,0.060097740603,0.268144527482,0.0621753418637,0.849666666667,0.232,0.86,15.453496968
450,0.0600899909051,0.26674483629,0.0621266802494,0.849666666667,0.236,0.86,15.75504127
460,0.0601061879549,0.266690560722,0.062661038694,0.849666666667,0.236,0.859,16.060192541
470,0.0600834558792,0.266715106814,0.0628599504192,0.849666666667,0.236,0.858,16.356397125
480,0.0600553469784,0.266688166053,0.0629331623376,0.849666666667,0.236,0.858,16.668022082
490,0.0600693025488,0.266537956998,0.0627100505359,0.849333333333,0.236,0.858,16.992938084
500,0.0600566206977,0.267816380334,0.0630608250173,0.849666666667,0.232,0.858,17.288608409
510,0.0600545404446,0.26656486362,0.0635321876098,0.849666666667,0.236,0.857,17.581853356
