iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.368945823697,0.117988127412,0.376169376342,0.262,0.764,0.246,0.130304925
10,0.360256057,0.122022890971,0.368513556367,0.279,0.756,0.263,1.372642763
20,0.356343409796,0.120301384336,0.367626759125,0.287333333333,0.76,0.264,2.736958788
30,0.355205740113,0.123659658739,0.367102270594,0.288666666667,0.752,0.265,4.072074535
40,0.353984924818,0.12379757967,0.364161971586,0.291333333333,0.752,0.271,5.5397891
50,0.353270603523,0.121983226285,0.362994734106,0.293,0.756,0.274,7.00696995
60,0.345880808403,0.123999812908,0.35620773056,0.307666666667,0.752,0.287,8.469961601
70,0.345201512405,0.123999994466,0.355427862924,0.309,0.752,0.288,10.003280535
80,0.336790723819,0.117999136962,0.342703432129,0.326,0.764,0.315,11.537288508
90,0.330943833192,0.115996208975,0.33706335168,0.337666666667,0.768,0.326,13.146068773
100,0.327624200086,0.112000244288,0.335105128258,0.344,0.776,0.329,14.706878787
110,0.326517397051,0.113851671252,0.334378013101,0.346666666667,0.772,0.331,16.293501101
120,0.316061109727,0.119325693843,0.32197999479,0.367666666667,0.76,0.354,17.833829832
130,0.314299285087,0.122643708164,0.322393794604,0.371,0.752,0.354,19.330555905
140,0.313653834465,0.11600043601,0.321179880676,0.372666666667,0.768,0.357,20.89111241
150,0.312156362939,0.117985363892,0.317428050829,0.375333333333,0.764,0.365,22.494251716
160,0.311515813259,0.117818572287,0.317718570825,0.376333333333,0.764,0.363,24.058571893
170,0.309449385474,0.11611282596,0.315537902772,0.380666666667,0.768,0.368,25.611057994
180,0.307334455458,0.120054346442,0.310756088872,0.385,0.76,0.377,27.146365202
190,0.304353054055,0.121951729502,0.305981487343,0.391333333333,0.756,0.387,28.720251647
200,0.301178971688,0.123959168198,0.301903783384,0.397333333333,0.752,0.395,30.307108287
210,0.299302789638,0.122527766077,0.299687990483,0.400333333333,0.752,0.4,31.907466592
220,0.29683268077,0.122026180272,0.297892041816,0.405333333333,0.756,0.404,33.480918717
230,0.296481360779,0.124019872044,0.297855094818,0.406,0.752,0.404,35.01585768
240,0.295152378253,0.128042334944,0.295620058399,0.409,0.744,0.408,36.428733251
250,0.293655298474,0.128001567288,0.294337969727,0.412,0.744,0.41,37.826190481
260,0.289915120434,0.129975415371,0.293651934618,0.419333333333,0.74,0.412,39.223989605
270,0.287821007329,0.132127512856,0.291353948169,0.424,0.736,0.416,40.618084069
280,0.287701370721,0.132112166318,0.291379397324,0.424666666667,0.736,0.416,41.964918707
290,0.281733069205,0.133999999976,0.287064631481,0.436333333333,0.732,0.426,43.314656142
300,0.281499624543,0.132140462349,0.286658589946,0.436333333333,0.736,0.427,44.658779228
310,0.280934494027,0.135870346895,0.287222007736,0.437666666667,0.728,0.425,46.026284632
320,0.280624492913,0.13599888989,0.28643568782,0.438666666667,0.728,0.426,47.345016313
330,0.279675013894,0.135995406256,0.285463662253,0.440333333333,0.728,0.427,48.6447445
340,0.278579037023,0.135998877604,0.284067899717,0.442333333333,0.728,0.43,49.919759646
350,0.278199736453,0.137998604246,0.28543587469,0.443,0.724,0.428,51.204237806
360,0.277271626035,0.135062801588,0.284866501576,0.445,0.728,0.43,52.494868707
370,0.269281334116,0.134036670727,0.275672167252,0.460333333333,0.732,0.448,53.784973264
380,0.26635926778,0.137712235727,0.271924996685,0.467,0.724,0.456,55.07360705
390,0.265967153159,0.137439992621,0.272161029027,0.466666666667,0.724,0.455,56.385472163
400,0.263316792111,0.137404196761,0.270039096099,0.472,0.724,0.459,57.669851673
410,0.256267170345,0.139690295854,0.260891309395,0.486666666667,0.72,0.478,58.951579858
420,0.249851405056,0.141999995192,0.255147863785,0.499666666667,0.716,0.489,60.231768044
430,0.249012465144,0.14399999437,0.254279506559,0.501333333333,0.712,0.49,61.515735159
440,0.246661933243,0.143999255598,0.252503788532,0.506333333333,0.712,0.495,62.795053691
450,0.245888795903,0.143999462539,0.252582907401,0.507666666667,0.712,0.494,64.1035825
460,0.245560790991,0.144000005989,0.250993835673,0.508333333333,0.712,0.497,65.378088595
470,0.243144343426,0.145419690531,0.248472452856,0.513333333333,0.708,0.503,66.659157888
480,0.24288498992,0.145034277646,0.248454498314,0.513666666667,0.708,0.503,67.944336394
490,0.240406750499,0.144994390737,0.245837280577,0.518666666667,0.708,0.508,69.227101835
500,0.239101294712,0.142038413879,0.244788672702,0.521333333333,0.716,0.51,70.524987451
510,0.235835948123,0.145091245438,0.23982849285,0.527666666667,0.708,0.52,71.801775677
520,0.234964479217,0.145999966282,0.2392692728,0.529333333333,0.708,0.521,73.0503734
530,0.232714523187,0.145999966282,0.237126962176,0.533666666667,0.708,0.523,74.307500425
540,0.231662833669,0.1440072201,0.23530711745,0.536333333333,0.712,0.527,75.578166578
550,0.230712746932,0.1440072201,0.233790872406,0.537666666667,0.712,0.53,76.835602274
560,0.229897774957,0.144000032325,0.234072386024,0.539666666667,0.712,0.531,78.110934361
570,0.227220200775,0.146,0.235709263717,0.545333333333,0.708,0.528,79.41459816
580,0.226091707976,0.146000054732,0.23576720215,0.547666666667,0.708,0.528,80.687459301
590,0.22602894381,0.14999999198,0.234507039221,0.547333333333,0.7,0.53,81.961230659
600,0.217136684262,0.155999999677,0.216897655394,0.565,0.688,0.566,83.266613102
610,0.215675572985,0.155999999917,0.214798960407,0.568,0.688,0.568,84.539478581
620,0.214664955672,0.156,0.212448536451,0.570333333333,0.688,0.573,85.816116134
630,0.211470301834,0.159890128594,0.209862208818,0.577,0.68,0.58,87.100979012
640,0.211407395312,0.159495832339,0.209858295028,0.576666666667,0.68,0.58,88.381457803
650,0.207089499949,0.165868211186,0.202761798326,0.585333333333,0.668,0.594,89.659907177
660,0.206625585524,0.163986398413,0.203852294605,0.587,0.672,0.592,90.933297099
670,0.20603556607,0.165692380918,0.20338166108,0.587666666667,0.668,0.592,92.227792703
680,0.20597811112,0.164015567702,0.204192594058,0.587666666667,0.672,0.59,93.517781401
690,0.190888860464,0.171724115405,0.181085465876,0.618,0.656,0.638,94.865742719
700,0.185791594926,0.18,0.174684732848,0.627,0.64,0.649,96.22429156
710,0.180133245088,0.188000000006,0.16556528125,0.638,0.624,0.668,97.56290278
720,0.178959176085,0.185959298048,0.165376207867,0.641666666667,0.628,0.668,98.885329484
730,0.176461014219,0.187910546203,0.160303802946,0.646333333333,0.624,0.678,100.217637566
740,0.174678326316,0.194192177595,0.158013236549,0.649666666667,0.612,0.684,101.552105852
750,0.168774982524,0.20399900259,0.153940042996,0.662,0.592,0.691,102.885900442
760,0.167873490307,0.205979649916,0.151797759483,0.663666666667,0.588,0.695,104.215181571
770,0.167106843071,0.205999999957,0.150122830452,0.664333333333,0.588,0.7,105.627135172
780,0.166828481947,0.210000573201,0.149665946198,0.665333333333,0.58,0.699,106.958148089
