iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.342195378381,0.176083013477,0.339225884317,0.315,0.648,0.32,0.138921143
10,0.343968756869,0.177998633284,0.337791361788,0.311333333333,0.644,0.323,1.470355283
20,0.339055331172,0.181282103892,0.335046414803,0.319,0.636,0.33,2.851398448
30,0.336638911613,0.17799998787,0.331397060841,0.325666666667,0.644,0.336,4.466914949
40,0.336412755063,0.174614274582,0.332400160643,0.325666666667,0.648,0.334,6.014088537
50,0.335917972926,0.174534575737,0.336857612027,0.327333333333,0.652,0.326,7.559014575
60,0.315232589014,0.194000000083,0.313261324272,0.367333333333,0.612,0.372,9.096619632
70,0.316248944791,0.195746869169,0.315499802727,0.366,0.608,0.368,10.620234571
80,0.296411959514,0.202000758353,0.296632349538,0.406666666667,0.596,0.406,12.178810245
90,0.300547552274,0.200804397802,0.30006689052,0.398,0.596,0.398,13.721464608
100,0.299724528919,0.194320346892,0.301645364529,0.398333333333,0.612,0.395,15.264985893
110,0.298277887927,0.201077151756,0.301866105491,0.400333333333,0.596,0.394,16.792478717
120,0.284103894167,0.214234872557,0.283633449271,0.429666666667,0.572,0.431,18.326431279
130,0.28308443136,0.217912655859,0.281932534158,0.432333333333,0.564,0.432,19.849751127
140,0.281007812439,0.217988992477,0.280379534668,0.436,0.564,0.437,21.388415905
150,0.280821318629,0.217988935984,0.279726950013,0.436666666667,0.564,0.439,22.912438231
160,0.280331278717,0.21542663391,0.280100715982,0.438333333333,0.568,0.437,24.444262552
170,0.277941310972,0.216718510838,0.279524311147,0.443333333333,0.564,0.441,25.987646425
180,0.276532591395,0.21731014148,0.275702700397,0.445666666667,0.564,0.447,27.537054734
190,0.276478298996,0.219310141413,0.275629926893,0.445666666667,0.56,0.446,29.124337365
200,0.272613184509,0.221914909209,0.270543646661,0.453666666667,0.556,0.458,30.688415808
210,0.27132310501,0.219999999452,0.270166971732,0.456666666667,0.56,0.457,32.218504949
220,0.269577672557,0.225996541537,0.268327509163,0.46,0.548,0.461,33.811703784
230,0.269042668495,0.225996542378,0.268633617868,0.460666666667,0.548,0.461,35.402800307
240,0.237727944657,0.24998748999,0.237517132935,0.523666666667,0.5,0.521,37.008841587
250,0.235570231251,0.248448441249,0.234658326199,0.528,0.5,0.529,38.640677759
260,0.234835560507,0.25762461175,0.230454494737,0.529,0.484,0.537,40.244164166
270,0.233210491605,0.254029804038,0.227094945535,0.532666666667,0.488,0.544,41.825936298
280,0.232238552982,0.256484993598,0.226843521897,0.535,0.484,0.545,43.419978493
290,0.231268142659,0.256633779807,0.224638815702,0.537,0.484,0.549,45.021685165
300,0.230517962529,0.256712893447,0.223754130394,0.538,0.484,0.551,46.61105796
310,0.226355920572,0.262394778247,0.218960091534,0.546,0.472,0.56,48.184364469
320,0.225832359863,0.257990442027,0.217627232089,0.547,0.484,0.563,49.784005333
330,0.222563901159,0.263738782307,0.214685029508,0.554,0.472,0.57,51.365122451
340,0.21590756538,0.272961162718,0.207596311173,0.567,0.452,0.583,52.941033574
350,0.215121833459,0.279743982914,0.205260406739,0.569,0.436,0.588,54.551783178
360,0.213644562321,0.279605251888,0.204369153233,0.571,0.44,0.59,56.100887167
370,0.208028354428,0.275693748234,0.196828787555,0.582333333333,0.448,0.606,57.67900829
380,0.206476173023,0.278239068051,0.195827468997,0.585,0.444,0.607,59.231852511
390,0.205906080007,0.278400356056,0.195581669244,0.586666666667,0.444,0.608,60.828123556
400,0.20365889647,0.279998330752,0.194876702125,0.591666666667,0.44,0.609,62.457063839
410,0.203217378052,0.279998331729,0.195280121026,0.592333333333,0.44,0.608,64.052391275
420,0.202169591649,0.283325319377,0.191655300085,0.595,0.432,0.614,65.609247753
430,0.201003635129,0.284663028286,0.190338108002,0.595333333333,0.432,0.618,67.154686359
440,0.199244592185,0.287999808819,0.19099004996,0.599666666667,0.424,0.618,68.698151106
450,0.199244592185,0.287999808819,0.19099004996,0.599666666667,0.424,0.618,70.248071661
460,0.191251893816,0.296000309173,0.183025387397,0.616,0.408,0.633,71.780433591
470,0.19049401002,0.297755546635,0.18335144777,0.617666666667,0.404,0.632,73.422821974
480,0.185603055563,0.299999999879,0.179526771152,0.627666666667,0.4,0.639,74.982669174
490,0.180570891351,0.30984670242,0.168606145173,0.638,0.38,0.66,76.525183729
500,0.18029574855,0.307858599173,0.166864560672,0.638666666667,0.384,0.665,78.101348037
510,0.179081632205,0.309957093201,0.168300573121,0.640666666667,0.38,0.663,79.641066895
520,0.176951808237,0.311979138451,0.163912534895,0.645333333333,0.376,0.671,81.167607536
530,0.176193744993,0.308008673911,0.162664305285,0.647,0.384,0.674,82.694596514
540,0.173798205875,0.310001772154,0.159602801145,0.652,0.38,0.681,84.212270782
550,0.17213121958,0.310001772154,0.156685192529,0.655666666667,0.38,0.686,85.757455677
560,0.167635248195,0.313999999995,0.150057345598,0.663333333333,0.372,0.698,87.311726339
570,0.166244237741,0.318000000115,0.146474558064,0.666666666667,0.364,0.705,88.837998553
580,0.165452840005,0.31600000001,0.146026008186,0.667666666667,0.368,0.706,90.387069237
590,0.165343214153,0.31600000001,0.146479858413,0.667333333333,0.368,0.705,91.956656896
600,0.161718480336,0.322010336121,0.141819214884,0.675,0.356,0.716,93.494288434
610,0.160472243489,0.32159139295,0.141602297402,0.677666666667,0.356,0.717,95.019015823
620,0.158985676535,0.322397734093,0.139762295998,0.680666666667,0.352,0.72,96.566630205
630,0.154016773139,0.327211704206,0.135048227023,0.692,0.344,0.73,98.122892982
640,0.153436088482,0.325975197402,0.136317905734,0.692333333333,0.348,0.727,99.663976892
650,0.151920421728,0.324359833253,0.135779473067,0.695333333333,0.352,0.727,101.249519726
660,0.148984013798,0.32596678573,0.133959122069,0.700666666667,0.348,0.731,102.829352176
670,0.146615213765,0.327978576846,0.130329772335,0.705666666667,0.344,0.738,104.491879223
680,0.146093721613,0.327992616465,0.129553452986,0.706666666667,0.344,0.74,106.105942077
690,0.145791130721,0.327987554967,0.129226597376,0.707666666667,0.344,0.74,107.681105391
700,0.145414062164,0.327999999999,0.129527466888,0.708333333333,0.344,0.74,109.277208087
710,0.142386598267,0.330000003586,0.127647163673,0.714666666667,0.34,0.744,110.891968424
720,0.141108898183,0.330000002948,0.126613717246,0.715666666667,0.34,0.746,112.491679922
730,0.139633087197,0.331649519466,0.127026336332,0.719,0.336,0.745,114.081873515
